CHILD_ID,CHILD_NMPY,CHILD_NMCH,CHILD_NMFT,BEG_YR,END_YR,PRT_NMPY,PRT_NMCH,PRT_ID
32089,Fu Zhou,福州,福州,977,977,Weiwujun Jiedushi,威武军节度使,30111
32090,Jiaxing Fu,嘉兴府,嘉興府,1276,1276,Jianghuai Xingsheng,江淮行省,30027
32090,Jiaxing Fu,嘉兴府,嘉興府,1195,1275,Liangzhexi Lu,两浙西路,30050
32091,Jiaxing Lu,嘉兴路,嘉興路,1277,1278,Jianghuai Xingsheng,江淮行省,30027
32091,Jiaxing Lu,嘉兴路,嘉興路,1284,1284,Jianghuai Xingsheng,江淮行省,30028
32091,Jiaxing Lu,嘉兴路,嘉興路,1286,1286,Jiangzhe Xingsheng,江浙行省,30038
32091,Jiaxing Lu,嘉兴路,嘉興路,1292,1360,Zhejiang Xingsheng,浙江行省,30039
32091,Jiaxing Lu,嘉兴路,嘉興路,1361,1365,Jiangnan Xingsheng,江南行省,30040
32091,Jiaxing Lu,嘉兴路,嘉興路,1279,1279,Jianghuai Xingsheng,江淮行省,30306
32091,Jiaxing Lu,嘉兴路,嘉興路,1280,1283,Jianghuai Xingsheng,江淮行省,30307
32091,Jiaxing Lu,嘉兴路,嘉興路,1285,1285,Jiangzhe Xingsheng,江浙行省,30308
32091,Jiaxing Lu,嘉兴路,嘉興路,1287,1288,Jianghuai Xingsheng,江淮行省,30309
32091,Jiaxing Lu,嘉兴路,嘉興路,1289,1291,Jianghuai Xingsheng,江淮行省,30310
32092,Wuyuan Jun,武原郡,武原郡,549,551,Yang Zhou,扬州,30060
32093,Haining Jun,海宁郡,海寧郡,558,559,Yang Zhou,扬州,30060
32094,Quanzhou Fu,泉州府,泉州府,1645,1911,Fujian Sheng,福建省,30012
32094,Quanzhou Fu,泉州府,泉州府,1368,1375,Fujian Xingsheng,福建行省,30018
32094,Quanzhou Fu,泉州府,泉州府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32100,Quanzhou Lu,泉州路,泉州路,1278,1280,Fujian Xingsheng,福建行省,30007
32100,Quanzhou Lu,泉州路,泉州路,1281,1281,Fujian Xingsheng,福建行省,30008
32100,Quanzhou Lu,泉州路,泉州路,1282,1282,Fujian Xingsheng,福建行省,30009
32100,Quanzhou Lu,泉州路,泉州路,1283,1284,Fujian Xingsheng,福建行省,30010
32100,Quanzhou Lu,泉州路,泉州路,1286,1296,Fujian Xingsheng,福建行省,30016
32100,Quanzhou Lu,泉州路,泉州路,1297,1298,Fujian Xingsheng,福建行省,30017
32100,Quanzhou Lu,泉州路,泉州路,1356,1367,Fujian Xingsheng,福建行省,30018
32100,Quanzhou Lu,泉州路,泉州路,1299,1355,Zhejiang Xingsheng,浙江行省,30039
32100,Quanzhou Lu,泉州路,泉州路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32101,Longyan Zhou,龙岩州,龍岩州,1734,1911,Fujian Sheng,福建省,30012
32103,Jianning Fu,建宁府,建寧府,1645,1911,Fujian Sheng,福建省,30012
32103,Jianning Fu,建宁府,建寧府,1368,1375,Fujian Xingsheng,福建行省,30018
32103,Jianning Fu,建宁府,建寧府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32105,Jianning Lu,建宁路,建寧路,1279,1280,Fujian Xingsheng,福建行省,30007
32105,Jianning Lu,建宁路,建寧路,1281,1281,Fujian Xingsheng,福建行省,30008
32105,Jianning Lu,建宁路,建寧路,1282,1282,Fujian Xingsheng,福建行省,30009
32105,Jianning Lu,建宁路,建寧路,1283,1284,Fujian Xingsheng,福建行省,30010
32105,Jianning Lu,建宁路,建寧路,1286,1296,Fujian Xingsheng,福建行省,30016
32105,Jianning Lu,建宁路,建寧路,1297,1298,Fujian Xingsheng,福建行省,30017
32105,Jianning Lu,建宁路,建寧路,1356,1367,Fujian Xingsheng,福建行省,30018
32105,Jianning Lu,建宁路,建寧路,1299,1355,Zhejiang Xingsheng,浙江行省,30039
32105,Jianning Lu,建宁路,建寧路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32106,Jianning Fu,建宁府,建寧府,1162,1276,Fujian Lu,福建路,30006
32106,Jianning Fu,建宁府,建寧府,1278,1278,Fujian Xingsheng,福建行省,30007
32106,Jianning Fu,建宁府,建寧府,1277,1277,Jianghuai Xingsheng,江淮行省,30027
32110,Funing Zhou,福宁州,福寧州,1645,1733,Fujian Sheng,福建省,30012
32110,Funing Zhou,福宁州,福寧州,1473,1644,Fujian Buzhengshisi,福建布政使司,30019
32111,Xinghua Fu,兴化府,興化府,1645,1911,Fujian Sheng,福建省,30012
32111,Xinghua Fu,兴化府,興化府,1368,1375,Fujian Xingsheng,福建行省,30018
32111,Xinghua Fu,兴化府,興化府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32112,Xinghua Lu,兴化路,興化路,1278,1280,Fujian Xingsheng,福建行省,30007
32112,Xinghua Lu,兴化路,興化路,1281,1281,Fujian Xingsheng,福建行省,30008
32112,Xinghua Lu,兴化路,興化路,1282,1282,Fujian Xingsheng,福建行省,30009
32112,Xinghua Lu,兴化路,興化路,1283,1284,Fujian Xingsheng,福建行省,30010
32112,Xinghua Lu,兴化路,興化路,1286,1296,Fujian Xingsheng,福建行省,30016
32112,Xinghua Lu,兴化路,興化路,1297,1298,Fujian Xingsheng,福建行省,30017
32112,Xinghua Lu,兴化路,興化路,1356,1367,Fujian Xingsheng,福建行省,30018
32112,Xinghua Lu,兴化路,興化路,1277,1277,Jianghuai Xingsheng,江淮行省,30027
32112,Xinghua Lu,兴化路,興化路,1299,1355,Zhejiang Xingsheng,浙江行省,30039
32112,Xinghua Lu,兴化路,興化路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32113,Xinghua Jun,兴化军,興化軍,979,982,Liangzhexinan Lu,两浙西南路,30020
32116,Fuzhou Fu,福州府,福州府,1645,1911,Fujian Sheng,福建省,30012
32116,Fuzhou Fu,福州府,福州府,1368,1375,Fujian Xingsheng,福建行省,30018
32116,Fuzhou Fu,福州府,福州府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32118,Fuzhou Lu,福州路,福州路,1278,1280,Fujian Xingsheng,福建行省,30007
32118,Fuzhou Lu,福州路,福州路,1281,1281,Fujian Xingsheng,福建行省,30008
32118,Fuzhou Lu,福州路,福州路,1282,1282,Fujian Xingsheng,福建行省,30009
32118,Fuzhou Lu,福州路,福州路,1283,1284,Fujian Xingsheng,福建行省,30010
32118,Fuzhou Lu,福州路,福州路,1286,1296,Fujian Xingsheng,福建行省,30016
32118,Fuzhou Lu,福州路,福州路,1297,1298,Fujian Xingsheng,福建行省,30017
32118,Fuzhou Lu,福州路,福州路,1356,1367,Fujian Xingsheng,福建行省,30018
32118,Fuzhou Lu,福州路,福州路,1299,1355,Zhejiang Xingsheng,浙江行省,30039
32118,Fuzhou Lu,福州路,福州路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32120,Fu'an Fu,福安府,福安府,1276,1276,Fujian Lu,福建路,30006
32120,Fu'an Fu,福安府,福安府,1277,1277,Jianghuai Xingsheng,江淮行省,30027
32121,Tingzhou Lu,汀州路,汀州路,1278,1280,Fujian Xingsheng,福建行省,30007
32121,Tingzhou Lu,汀州路,汀州路,1281,1281,Fujian Xingsheng,福建行省,30008
32121,Tingzhou Lu,汀州路,汀州路,1282,1282,Fujian Xingsheng,福建行省,30009
32121,Tingzhou Lu,汀州路,汀州路,1283,1284,Fujian Xingsheng,福建行省,30010
32121,Tingzhou Lu,汀州路,汀州路,1286,1296,Fujian Xingsheng,福建行省,30016
32121,Tingzhou Lu,汀州路,汀州路,1297,1298,Fujian Xingsheng,福建行省,30017
32121,Tingzhou Lu,汀州路,汀州路,1356,1367,Fujian Xingsheng,福建行省,30018
32121,Tingzhou Lu,汀州路,汀州路,1299,1355,Zhejiang Xingsheng,浙江行省,30039
32121,Tingzhou Lu,汀州路,汀州路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32123,Tingzhou Fu,汀州府,汀州府,1645,1911,Fujian Sheng,福建省,30012
32123,Tingzhou Fu,汀州府,汀州府,1368,1375,Fujian Xingsheng,福建行省,30018
32123,Tingzhou Fu,汀州府,汀州府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32124,Yanping Lu,延平路,延平路,1356,1367,Fujian Xingsheng,福建行省,30018
32124,Yanping Lu,延平路,延平路,1302,1355,Zhejiang Xingsheng,浙江行省,30039
32125,Nanjian Lu,南剑路,南劍路,1278,1280,Fujian Xingsheng,福建行省,30007
32125,Nanjian Lu,南剑路,南劍路,1281,1281,Fujian Xingsheng,福建行省,30008
32125,Nanjian Lu,南剑路,南劍路,1282,1282,Fujian Xingsheng,福建行省,30009
32125,Nanjian Lu,南剑路,南劍路,1283,1284,Fujian Xingsheng,福建行省,30010
32125,Nanjian Lu,南剑路,南劍路,1286,1296,Fujian Xingsheng,福建行省,30016
32125,Nanjian Lu,南剑路,南劍路,1297,1298,Fujian Xingsheng,福建行省,30017
32125,Nanjian Lu,南剑路,南劍路,1299,1301,Zhejiang Xingsheng,浙江行省,30039
32125,Nanjian Lu,南剑路,南劍路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32131,Yanping Fu,延平府,延平府,1645,1911,Fujian Sheng,福建省,30012
32131,Yanping Fu,延平府,延平府,1368,1375,Fujian Xingsheng,福建行省,30018
32131,Yanping Fu,延平府,延平府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32133,Nanjian Zhou,南剑州,南劍州,985,1022,Fujian Lu,福建路,30000
32133,Nanjian Zhou,南剑州,南劍州,1023,1125,Fujian Lu,福建路,30001
32133,Nanjian Zhou,南剑州,南劍州,1126,1127,Fujian Lu,福建路,30002
32133,Nanjian Zhou,南剑州,南劍州,1128,1131,Fujian Lu,福建路,30003
32133,Nanjian Zhou,南剑州,南劍州,1132,1132,Fujian Lu,福建路,30004
32133,Nanjian Zhou,南剑州,南劍州,1133,1133,Fujian Lu,福建路,30005
32133,Nanjian Zhou,南剑州,南劍州,1134,1276,Fujian Lu,福建路,30006
32133,Nanjian Zhou,南剑州,南劍州,979,984,Liangzhexinan Lu,两浙西南路,30020
32133,Nanjian Zhou,南剑州,南劍州,1277,1277,Jianghuai Xingsheng,江淮行省,30027
32137,Zhangzhou Lu,漳州路,漳州路,1279,1280,Fujian Xingsheng,福建行省,30007
32137,Zhangzhou Lu,漳州路,漳州路,1281,1281,Fujian Xingsheng,福建行省,30008
32137,Zhangzhou Lu,漳州路,漳州路,1282,1282,Fujian Xingsheng,福建行省,30009
32137,Zhangzhou Lu,漳州路,漳州路,1283,1284,Fujian Xingsheng,福建行省,30010
32137,Zhangzhou Lu,漳州路,漳州路,1286,1296,Fujian Xingsheng,福建行省,30016
32137,Zhangzhou Lu,漳州路,漳州路,1297,1298,Fujian Xingsheng,福建行省,30017
32137,Zhangzhou Lu,漳州路,漳州路,1356,1367,Fujian Xingsheng,福建行省,30018
32137,Zhangzhou Lu,漳州路,漳州路,1299,1355,Zhejiang Xingsheng,浙江行省,30039
32137,Zhangzhou Lu,漳州路,漳州路,1285,1285,Jiangxi Xingsheng,江西行省,30142
32139,Zhangzhou Fu,漳州府,漳州府,1645,1911,Fujian Sheng,福建省,30012
32139,Zhangzhou Fu,漳州府,漳州府,1368,1375,Fujian Xingsheng,福建行省,30018
32139,Zhangzhou Fu,漳州府,漳州府,1376,1644,Fujian Buzhengshisi,福建布政使司,30019
32140,Zhang Zhou,漳州,漳州,985,1022,Fujian Lu,福建路,30000
32140,Zhang Zhou,漳州,漳州,1023,1125,Fujian Lu,福建路,30001
32140,Zhang Zhou,漳州,漳州,1126,1127,Fujian Lu,福建路,30002
32140,Zhang Zhou,漳州,漳州,1128,1131,Fujian Lu,福建路,30003
32140,Zhang Zhou,漳州,漳州,1132,1132,Fujian Lu,福建路,30004
32140,Zhang Zhou,漳州,漳州,1133,1133,Fujian Lu,福建路,30005
32140,Zhang Zhou,漳州,漳州,1134,1276,Fujian Lu,福建路,30006
32140,Zhang Zhou,漳州,漳州,1278,1278,Fujian Xingsheng,福建行省,30007
32140,Zhang Zhou,漳州,漳州,978,984,Liangzhexinan Lu,两浙西南路,30020
32140,Zhang Zhou,漳州,漳州,1277,1277,Jianghuai Xingsheng,江淮行省,30027
32140,Zhang Zhou,漳州,漳州,966,977,Pinghai,平海,100005
32144,Zhang Zhou,漳州,漳州,725,733,Fujian Jinglueshi,福建经略使,30011
32144,Zhang Zhou,漳州,漳州,740,741,Fujian Jinglueshi,福建经略使,30011
32144,Zhang Zhou,漳州,漳州,716,724,Tang,唐,113618
32145,Zhang Zhou,漳州,漳州,758,758,Fujian Dufangyushi,福建都防御使,30021
32146,Xinghua Jun,兴化军,興化軍,985,1022,Fujian Lu,福建路,30000
32146,Xinghua Jun,兴化军,興化軍,1023,1125,Fujian Lu,福建路,30001
32146,Xinghua Jun,兴化军,興化軍,1126,1127,Fujian Lu,福建路,30002
32146,Xinghua Jun,兴化军,興化軍,1128,1131,Fujian Lu,福建路,30003
32146,Xinghua Jun,兴化军,興化軍,1132,1132,Fujian Lu,福建路,30004
32146,Xinghua Jun,兴化军,興化軍,1133,1133,Fujian Lu,福建路,30005
32146,Xinghua Jun,兴化军,興化軍,1134,1276,Fujian Lu,福建路,30006
32146,Xinghua Jun,兴化军,興化軍,983,984,Liangzhexinan Lu,两浙西南路,30020
32148,Wurong Zhou,武荣州,武榮州,700,710,Tang,唐,113618
32149,Yong Zhou,镛州,鏞州,943,944,Zhenwujun Jiedushi,镇武军节度使,30112
32150,Tan Zhou,镡州,鐔州,943,944,Zhenwujun Jiedushi,镇武军节度使,30112
32151,Minyue Wangguo,闽越王国,閩越王國,-202,-111,Xihan,西汉,113652
32152,Minzhong Jun,闽中郡,閩中郡,-221,-207,Qin,秦,113649
32152,Minzhong Jun,闽中郡,閩中郡,-206,-203,Xihan,西汉,113652
32155,Taizhou Fu,台州府,台州府,1645,1911,Zhejiang Sheng,浙江省,30015
32155,Taizhou Fu,台州府,台州府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32155,Taizhou Fu,台州府,台州府,1376,1644,Zhejiang Buzhengshisi,浙江布政使司,30037
32159,Quzhou Fu,衢州府,衢州府,1645,1911,Zhejiang Sheng,浙江省,30015
32159,Quzhou Fu,衢州府,衢州府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32159,Quzhou Fu,衢州府,衢州府,1376,1644,Zhejiang Buzhengshisi,浙江布政使司,30037
32159,Quzhou Fu,衢州府,衢州府,1366,1367,Jiangnan Xingsheng,江南行省,30040
32160,Chuzhou Fu,处州府,處州府,1645,1911,Zhejiang Sheng,浙江省,30015
32160,Chuzhou Fu,处州府,處州府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32160,Chuzhou Fu,处州府,處州府,1376,1644,Zhejiang Buzhengshisi,浙江布政使司,30037
32160,Chuzhou Fu,处州府,處州府,1360,1360,Zhejiang Xingsheng,浙江行省,30039
32160,Chuzhou Fu,处州府,處州府,1361,1367,Jiangnan Xingsheng,江南行省,30040
32161,Longyou Fu,龙游府,龍游府,1359,1360,Zhejiang Xingsheng,浙江行省,30039
32161,Longyou Fu,龙游府,龍游府,1361,1365,Jiangnan Xingsheng,江南行省,30040
32162,Annan Fu,安南府,安南府,1359,1359,Zhejiang Xingsheng,浙江行省,30039
32164,Yanzhou Fu,严州府,嚴州府,1645,1911,Zhejiang Sheng,浙江省,30015
32164,Yanzhou Fu,严州府,嚴州府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32164,Yanzhou Fu,严州府,嚴州府,1376,1644,Zhejiang Buzhengshisi,浙江布政使司,30037
32164,Yanzhou Fu,严州府,嚴州府,1362,1367,Jiangnan Xingsheng,江南行省,30040
32165,Jinhua Fu,金华府,金華府,1645,1911,Zhejiang Sheng,浙江省,30015
32165,Jinhua Fu,金华府,金華府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32165,Jinhua Fu,金华府,金華府,1376,1644,Zhejiang Buzhengshisi,浙江布政使司,30037
32165,Jinhua Fu,金华府,金華府,1360,1360,Zhejiang Xingsheng,浙江行省,30039
32165,Jinhua Fu,金华府,金華府,1361,1367,Jiangnan Xingsheng,江南行省,30040
32166,Mingzhou Fu,明州府,明州府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32166,Mingzhou Fu,明州府,明州府,1376,1380,Zhejiang Buzhengshisi,浙江布政使司,30037
32166,Mingzhou Fu,明州府,明州府,1367,1367,Jiangnan Xingsheng,江南行省,30040
32167,Qingyuan Lu,庆元路,慶元路,1277,1278,Jianghuai Xingsheng,江淮行省,30027
32167,Qingyuan Lu,庆元路,慶元路,1284,1284,Jianghuai Xingsheng,江淮行省,30028
32167,Qingyuan Lu,庆元路,慶元路,1286,1286,Jiangzhe Xingsheng,江浙行省,30038
32167,Qingyuan Lu,庆元路,慶元路,1292,1360,Zhejiang Xingsheng,浙江行省,30039
32167,Qingyuan Lu,庆元路,慶元路,1361,1366,Jiangnan Xingsheng,江南行省,30040
32167,Qingyuan Lu,庆元路,慶元路,1279,1279,Jianghuai Xingsheng,江淮行省,30306
32167,Qingyuan Lu,庆元路,慶元路,1280,1283,Jianghuai Xingsheng,江淮行省,30307
32167,Qingyuan Lu,庆元路,慶元路,1285,1285,Jiangzhe Xingsheng,江浙行省,30308
32167,Qingyuan Lu,庆元路,慶元路,1287,1288,Jianghuai Xingsheng,江淮行省,30309
32167,Qingyuan Lu,庆元路,慶元路,1289,1291,Jianghuai Xingsheng,江淮行省,30310
32168,Qingyuan Fu,庆元府,慶元府,1276,1276,Jianghuai Xingsheng,江淮行省,30027
32168,Qingyuan Fu,庆元府,慶元府,1194,1275,Liangzhedong Lu,两浙东路,30052
32169,Ming Zhou,明州,明州,978,984,Liangzhedongbei Lu,两浙东北路,30046
32169,Ming Zhou,明州,明州,985,1075,Liangzhe Lu,两浙路,30047
32169,Ming Zhou,明州,明州,1077,1130,Liangzhe Lu,两浙路,30049
32169,Ming Zhou,明州,明州,1076,1076,Liangzhedong Lu,两浙东路,30051
32169,Ming Zhou,明州,明州,1131,1193,Liangzhedong Lu,两浙东路,30052
32169,Ming Zhou,明州,明州,779,779,Zhejiangdongxidao Dutuanlianguanchashi,浙江东西道都团,30070
32169,Ming Zhou,明州,明州,781,786,Zhejiangdongxidao Jiedushi,浙江东西道节度,30072
32169,Ming Zhou,明州,明州,771,778,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30084
32169,Ming Zhou,明州,明州,780,780,Zhejiangdongdao Tuanlianguanchashi,浙江东道团练观,30085
32169,Ming Zhou,明州,明州,787,882,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30086
32169,Ming Zhou,明州,明州,883,886,Yishengjun Jiedushi,义胜军节度使,30087
32169,Ming Zhou,明州,明州,887,895,Weishengjun Jiedushi,威胜军节度使,30088
32169,Ming Zhou,明州,明州,896,906,Zhendongjun Jiedushi,镇东军节度使,30089
32169,Ming Zhou,明州,明州,907,959,Wanghaijun Jiedushi,望海军节度使,30102
32169,Ming Zhou,明州,明州,960,977,Fengguojun Jiedushi,奉国军节度使,30103
32170,Ming Zhou,明州,明州,758,769,Zhejiangdongdao Jiedushi,浙江东道节度使,30083
32170,Ming Zhou,明州,明州,770,770,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30084
32171,Jiande Fu,建德府,建德府,1359,1360,Zhejiang Xingsheng,浙江行省,30039
32171,Jiande Fu,建德府,建德府,1361,1361,Jiangnan Xingsheng,江南行省,30040
32172,Jian'an Fu,建安府,建安府,1358,1358,Zhejiang Xingsheng,浙江行省,30039
32173,Jiande Lu,建德路,建德路,1277,1278,Jianghuai Xingsheng,江淮行省,30027
32173,Jiande Lu,建德路,建德路,1284,1284,Jianghuai Xingsheng,江淮行省,30028
32173,Jiande Lu,建德路,建德路,1286,1286,Jiangzhe Xingsheng,江浙行省,30038
32173,Jiande Lu,建德路,建德路,1292,1357,Zhejiang Xingsheng,浙江行省,30039
32173,Jiande Lu,建德路,建德路,1279,1279,Jianghuai Xingsheng,江淮行省,30306
32173,Jiande Lu,建德路,建德路,1280,1283,Jianghuai Xingsheng,江淮行省,30307
32173,Jiande Lu,建德路,建德路,1285,1285,Jiangzhe Xingsheng,江浙行省,30308
32173,Jiande Lu,建德路,建德路,1287,1288,Jianghuai Xingsheng,江淮行省,30309
32173,Jiande Lu,建德路,建德路,1289,1291,Jianghuai Xingsheng,江淮行省,30310
32174,Jiande Fu,建德府,建德府,1276,1276,Jianghuai Xingsheng,江淮行省,30027
32174,Jiande Fu,建德府,建德府,1265,1275,Liangzhexi Lu,两浙西路,30050
32175,Yan Zhou,严州,嚴州,1121,1130,Liangzhe Lu,两浙路,30049
32175,Yan Zhou,严州,嚴州,1131,1264,Liangzhexi Lu,两浙西路,30050
32178,Ningyue Fu,宁越府,寧越府,1359,1359,Zhejiang Xingsheng,浙江行省,30039
32179,Wuzhou Lu,婺州路,婺州路,1276,1278,Jianghuai Xingsheng,江淮行省,30027
32179,Wuzhou Lu,婺州路,婺州路,1284,1284,Jianghuai Xingsheng,江淮行省,30028
32179,Wuzhou Lu,婺州路,婺州路,1286,1286,Jiangzhe Xingsheng,江浙行省,30038
32179,Wuzhou Lu,婺州路,婺州路,1292,1358,Zhejiang Xingsheng,浙江行省,30039
32179,Wuzhou Lu,婺州路,婺州路,1279,1279,Jianghuai Xingsheng,江淮行省,30306
32179,Wuzhou Lu,婺州路,婺州路,1280,1283,Jianghuai Xingsheng,江淮行省,30307
32179,Wuzhou Lu,婺州路,婺州路,1285,1285,Jiangzhe Xingsheng,江浙行省,30308
32179,Wuzhou Lu,婺州路,婺州路,1287,1288,Jianghuai Xingsheng,江淮行省,30309
32179,Wuzhou Lu,婺州路,婺州路,1289,1291,Jianghuai Xingsheng,江淮行省,30310
32180,Wu Zhou,婺州,婺州,978,984,Liangzhedongbei Lu,两浙东北路,30046
32180,Wu Zhou,婺州,婺州,985,1075,Liangzhe Lu,两浙路,30047
32180,Wu Zhou,婺州,婺州,1077,1130,Liangzhe Lu,两浙路,30049
32180,Wu Zhou,婺州,婺州,1076,1076,Liangzhedong Lu,两浙东路,30051
32180,Wu Zhou,婺州,婺州,1131,1275,Liangzhedong Lu,两浙东路,30052
32180,Wu Zhou,婺州,婺州,779,779,Zhejiangdongxidao Dutuanlianguanchashi,浙江东西道都团,30070
32180,Wu Zhou,婺州,婺州,781,786,Zhejiangdongxidao Jiedushi,浙江东西道节度,30072
32180,Wu Zhou,婺州,婺州,758,769,Zhejiangdongdao Jiedushi,浙江东道节度使,30083
32180,Wu Zhou,婺州,婺州,770,778,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30084
32180,Wu Zhou,婺州,婺州,780,780,Zhejiangdongdao Tuanlianguanchashi,浙江东道团练观,30085
32180,Wu Zhou,婺州,婺州,787,882,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30086
32180,Wu Zhou,婺州,婺州,883,886,Yishengjun Jiedushi,义胜军节度使,30087
32180,Wu Zhou,婺州,婺州,887,895,Weishengjun Jiedushi,威胜军节度使,30088
32180,Wu Zhou,婺州,婺州,896,904,Zhendongjun Jiedushi,镇东军节度使,30089
32180,Wu Zhou,婺州,婺州,905,938,Quzhou Dutuanlianguanchachuzhishi,婺州都团练观察,30091
32180,Wu Zhou,婺州,婺州,939,977,Wushengjun Jiedushi,武胜军节度使,30104
32181,Dongyang Jun,东阳郡,東陽郡,742,757,Tang,唐,113618
32185,Shaoxing Fu,绍兴府,紹興府,1645,1911,Zhejiang Sheng,浙江省,30015
32185,Shaoxing Fu,绍兴府,紹興府,1368,1375,Zhejiang Xingsheng,浙江行省,30036
32185,Shaoxing Fu,绍兴府,紹興府,1376,1644,Zhejiang Buzhengshisi,浙江布政使司,30037
32185,Shaoxing Fu,绍兴府,紹興府,1367,1367,Jiangnan Xingsheng,江南行省,30040
32186,Shaoxing Lu,绍兴路,紹興路,1276,1278,Jianghuai Xingsheng,江淮行省,30027
32186,Shaoxing Lu,绍兴路,紹興路,1284,1284,Jianghuai Xingsheng,江淮行省,30028
32186,Shaoxing Lu,绍兴路,紹興路,1286,1286,Jiangzhe Xingsheng,江浙行省,30038
32186,Shaoxing Lu,绍兴路,紹興路,1292,1360,Zhejiang Xingsheng,浙江行省,30039
32186,Shaoxing Lu,绍兴路,紹興路,1361,1366,Jiangnan Xingsheng,江南行省,30040
32186,Shaoxing Lu,绍兴路,紹興路,1279,1279,Jianghuai Xingsheng,江淮行省,30306
32186,Shaoxing Lu,绍兴路,紹興路,1280,1283,Jianghuai Xingsheng,江淮行省,30307
32186,Shaoxing Lu,绍兴路,紹興路,1285,1285,Jiangzhe Xingsheng,江浙行省,30308
32186,Shaoxing Lu,绍兴路,紹興路,1287,1288,Jianghuai Xingsheng,江淮行省,30309
32186,Shaoxing Lu,绍兴路,紹興路,1289,1291,Jianghuai Xingsheng,江淮行省,30310
32187,Shaoxing Fu,绍兴府,紹興府,1131,1275,Liangzhedong Lu,两浙东路,30052
32188,Yue Zhou,越州,越州,978,984,Liangzhedongbei Lu,两浙东北路,30046
32188,Yue Zhou,越州,越州,985,1075,Liangzhe Lu,两浙路,30047
32188,Yue Zhou,越州,越州,1077,1130,Liangzhe Lu,两浙路,30049
32188,Yue Zhou,越州,越州,1076,1076,Liangzhedong Lu,两浙东路,30051
32188,Yue Zhou,越州,越州,779,779,Zhejiangdongxidao Dutuanlianguanchashi,浙江东西道都团,30070
32188,Yue Zhou,越州,越州,781,786,Zhejiangdongxidao Jiedushi,浙江东西道节度,30072
32188,Yue Zhou,越州,越州,758,769,Zhejiangdongdao Jiedushi,浙江东道节度使,30083
32188,Yue Zhou,越州,越州,770,778,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30084
32188,Yue Zhou,越州,越州,780,780,Zhejiangdongdao Tuanlianguanchashi,浙江东道团练观,30085
32188,Yue Zhou,越州,越州,787,882,Zhejiangdongdaodu Tuanlianguanchashi,浙江东道都团练,30086
32188,Yue Zhou,越州,越州,883,886,Yishengjun Jiedushi,义胜军节度使,30087
32188,Yue Zhou,越州,越州,887,895,Weishengjun Jiedushi,威胜军节度使,30088
32188,Yue Zhou,越州,越州,896,977,Zhendongjun Jiedushi,镇东军节度使,30089
32189,Guiji Jun,会稽郡,會稽郡,742,757,Tang,唐,113618
32191,Ming Zhou,明州,明州,738,741,Tang,唐,113618
32192,Yuyao Jun,余姚郡,餘姚郡,742,757,Tang,唐,113618
32196,Mu Zhou,睦州,睦州,978,984,Liangzhedongbei Lu,两浙东北路,30046
32196,Mu Zhou,睦州,睦州,985,1075,Liangzhe Lu,两浙路,30047
32196,Mu Zhou,睦州,睦州,1076,1076,Liangzhexi Lu,两浙西路,30048
32196,Mu Zhou,睦州,睦州,1077,1120,Liangzhe Lu,两浙路,30049
32196,Mu Zhou,睦州,睦州,779,779,Zhejiangdongxidao Dutuanlianguanchashi,浙江东西道都团,30070
32196,Mu Zhou,睦州,睦州,781,786,Zhejiangdongxidao Jiedushi,浙江东西道节度,30072
32196,Mu Zhou,睦州,睦州,787,804,Zhejiangxidao Dutuanlianguanchashi,浙江西道都团练,30073
32196,Mu Zhou,睦州,睦州,805,808,Zhenhaijun Jiedushi,镇海军节度使,30074
32196,Mu Zhou,睦州,睦州,809,857,Zhejiangxidao Guanchashi,浙江西道观察使,30075
32196,Mu Zhou,睦州,睦州,858,858,Zhenhaijun Jiedushi,镇海军节度使,30076
32196,Mu Zhou,睦州,睦州,859,861,Zhejiangxidao Dutuanlianguanchashi,浙江西道都团练,30077
32196,Mu Zhou,睦州,睦州,862,892,Zhenhaijun Jiedushi,镇海军节度使,30078
