,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,BEG_CHG_TY,END_CHG_TY,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,END_YR,BOU_NOTE_ID,PT_NOTE_ID,BOU_ID,PT_ID,X_COOR,Y_COOR,BOU_ID_IN_GISINFO_SYS_ID,PT_ID_IN_GISINFO_SYS_ID,ISSUE?,BOU_ID_EQUALS_PT_ID
13139,Qingyuan Fu,庆远府,慶遠府,今广西宜山县,辖区缩小,数据下限,Fu,府,3,1732,1911,0,93719,0,35469,108.65588,24.49073,0,0,1,0
13140,Sicheng Zhou,泗城州,泗城州,今广西凌云县,新建,辖区缩小,Zhou,州,3,1374,1391,0,93720,0,35470,106.57572,24.34855,0,0,1,0
13141,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,辖区缩小,Zhou,州,3,1392,1402,0,93721,0,35471,106.57572,24.34855,0,0,1,0
13142,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,辖区缩小,Zhou,州,3,1403,1408,0,93722,0,35472,106.57572,24.34855,0,0,1,0
13143,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,辖区扩大,Zhou,州,3,1409,1425,0,93723,0,35473,106.57572,24.34855,0,0,1,0
13144,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区扩大,辖区扩大,Zhou,州,3,1426,1522,0,93724,0,35474,106.57572,24.34855,0,0,1,0
13145,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区扩大,辖区扩大,Zhou,州,3,1523,1591,0,93725,0,35475,106.57572,24.34855,0,0,1,0
13146,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区扩大,辖区缩小,Zhou,州,3,1592,1632,0,93726,0,35476,106.57572,24.34855,0,0,1,0
13147,Sicheng Zhou,泗城州,泗城州,今广西凌云县,辖区缩小,撤销,Zhou,州,3,1633,1657,0,93727,0,35477,106.57572,24.34855,0,0,1,0
13148,Sicheng Fu,泗城府,泗城府,今广西凌云县,新建,辖区扩大,Fu,府,3,1727,1741,0,93728,0,35478,106.57572,24.34855,0,0,1,0
13149,Sicheng Fu,泗城府,泗城府,今广西凌云县,辖区扩大,数据下限,Fu,府,3,1742,1911,0,93729,0,35479,106.57572,24.34855,0,0,1,0
13154,Nan'ning Fu,南宁府,南寧府,今广西南宁市,更名,辖区扩大,Fu,府,3,1368,1376,0,93734,0,35484,108.31207,22.80614,0,0,1,0
13155,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区扩大,Fu,府,3,1377,1504,0,93735,0,35485,108.31207,22.80614,0,0,1,0
13156,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区缩小,Fu,府,3,1505,1527,0,93736,0,35486,108.31207,22.80614,0,0,1,0
13157,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区缩小,辖区扩大,Fu,府,3,1528,1529,0,93737,0,35487,108.31207,22.80614,0,0,1,0
13158,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区扩大,Fu,府,3,1530,1563,0,93738,0,35488,108.31207,22.80614,0,0,1,0
13159,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区扩大,Fu,府,3,1564,1574,0,93739,0,35489,108.31207,22.80614,0,0,1,0
13160,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区扩大,辖区缩小,Fu,府,3,1575,1576,0,93740,0,35490,108.31207,22.80614,0,0,1,0
13161,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区缩小,辖区缩小,Fu,府,3,1577,1731,0,93741,0,35491,108.31207,22.80614,0,0,1,0
13162,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区缩小,辖区缩小,Fu,府,3,1732,1885,0,93742,0,35492,108.31207,22.80614,0,0,1,0
13163,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区缩小,辖区缩小,Fu,府,3,1886,1891,0,93743,0,35493,108.31207,22.80614,0,0,1,0
13164,Nan'ning Fu,南宁府,南寧府,今广西南宁市,辖区缩小,数据下限,Fu,府,3,1892,1911,0,93744,0,35494,108.31207,22.80614,0,0,1,0
13166,Tianzhou Fu,田州府,田州府,今广西田阳县,更名且治所迁移,辖区扩大,Fu,府,3,1369,1373,0,93746,0,35496,106.90867,23.73387,0,0,1,0
13167,Tianzhou Fu,田州府,田州府,今广西田阳县,辖区扩大,辖区缩小,Fu,府,3,1374,1398,0,93747,0,35497,106.90867,23.73387,0,0,1,0
13168,Tianzhou Fu,田州府,田州府,今广西田阳县,辖区缩小,辖区缩小,Fu,府,3,1399,1399,0,93748,0,35498,106.90867,23.73387,0,0,1,0
13169,Tianzhou Fu,田州府,田州府,今广西田阳县,辖区缩小,辖区缩小,Fu,府,3,1400,1403,0,93749,0,35499,106.90867,23.73387,0,0,1,0
13170,Tianzhou Fu,田州府,田州府,今广西田阳县,辖区缩小,辖区缩小,Fu,府,3,1404,1504,0,93750,0,35500,106.90867,23.73387,0,0,1,0
13171,Tianzhou Fu,田州府,田州府,今广西田阳县,辖区缩小,更名,Fu,府,3,1505,1527,0,93751,0,35501,106.90867,23.73387,0,0,1,0
13172,Tianning Fu,田宁府,田寧府,今广西田阳县,更名,更名,Fu,府,3,1528,1528,0,93752,0,35502,106.90867,23.73387,0,0,1,0
13173,Tian Zhou,田州,田州,今广西田阳县,更名,辖区缩小,Zhou,州,3,1529,1529,0,93753,0,35503,106.90867,23.73387,0,0,1,0
13174,Tian Zhou,田州,田州,今广西田阳县,辖区缩小,撤销,Zhou,州,3,1530,1663,0,93754,0,35504,106.90867,23.73387,0,0,1,0
13178,Si'en Fu,思恩府,思恩府,今广西马山县西南乔利乡,治所迁移,辖区扩大,Fu,府,3,1442,1526,0,93758,0,35508,108.11296,23.63718,0,0,1,0
13179,Si'en Fu,思恩府,思恩府,今广西马山县西南乔利乡,辖区扩大,治所迁移且辖区扩大,Fu,府,3,1527,1527,0,93759,0,35509,108.11296,23.63718,0,0,1,0
13180,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,治所迁移且辖区扩大,辖区扩大,Fu,府,3,1528,1576,0,93760,0,35510,108.3696,23.44264,0,0,1,0
13181,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区扩大,Fu,府,3,1577,1603,0,93761,0,35511,108.3696,23.44264,0,0,1,0
13182,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区扩大,Fu,府,3,1604,1643,0,93762,0,35512,108.3696,23.44264,0,0,1,0
13183,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区扩大,Fu,府,3,1644,1657,0,93763,0,35513,108.3696,23.44264,0,0,1,0
13184,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区扩大,Fu,府,3,1658,1662,0,93764,0,35514,108.3696,23.44264,0,0,1,0
13185,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区扩大,Fu,府,3,1663,1663,0,93765,0,35515,108.3696,23.44264,0,0,1,0
13186,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区缩小,Fu,府,3,1664,1726,0,93766,0,35516,108.3696,23.44264,0,0,1,0
13187,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区缩小,辖区缩小,Fu,府,3,1727,1728,0,93767,0,35517,108.3696,23.44264,0,0,1,0
13188,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区缩小,辖区扩大,Fu,府,3,1729,1733,0,93768,0,35518,108.3696,23.44264,0,0,1,0
13189,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区扩大,辖区缩小,Fu,府,3,1734,1875,0,93769,0,35519,108.3696,23.44264,0,0,1,0
13190,Si'en Fu,思恩府,思恩府,今广西武鸣县北府城镇,辖区缩小,数据下限,Fu,府,3,1876,1911,0,93770,0,35520,108.3696,23.44264,0,0,1,0
13191,Guishun Zhilizhou,归顺直隶州,歸順直隸州,今广西靖西县南旧州圩村,新建,撤销,Zhilizhou,直隶州,3,1522,1643,0,93771,0,35521,106.41383,23.05985,0,0,1,0
13192,Guishun Zhilizhou,归顺直隶州,歸順直隸州,今广西靖西县,新建,数据下限,Zhilizhou,直隶州,3,1886,1911,0,93772,0,35522,106.41589,23.14205,0,0,1,0
13193,Shangsi Zhiliting,上思直隶厅,上思直隸廳,今广西上思县,新建,数据下限,Zhiliting,直隶厅,3,1892,1911,0,93773,0,35523,107.97879,22.15264,0,0,1,0
13194,Xiangwu Zhilizhou,向武直隶州,向武直隸州,今广西天等县西北向都镇,新建,撤销,Zhilizhou,直隶州,3,1400,1643,0,93774,0,35524,106.96024,23.23419,0,0,1,0
13195,Dukang Zhilizhou,都康直隶州,都康直隸州,今广西天等县西北都康乡,新建,撤销,Zhilizhou,直隶州,3,1399,1663,0,93775,0,35525,107.08443,23.10841,0,0,1,0
13196,Longzhou Zhilizhou,龙州直隶州,龍州直隸州,今广西龙州县,新建,撤销,Zhilizhou,直隶州,3,1376,1643,0,93776,0,35526,106.85036,22.35167,0,0,1,0
13197,Jiangzhou Zhilizhou,江州直隶州,江州直隸州,今广西崇左县南江州镇,新建,撤销,Zhilizhou,直隶州,3,1387,1643,0,93777,0,35527,107.38284,22.31657,0,0,1,0
13198,Siling Zhilizhou,思陵直隶州,思陵直隸州,今广西宁明县南思陵村,新建,撤销,Zhilizhou,直隶州,3,1388,1643,0,93778,0,35528,107.12725,21.84648,0,0,1,0
13199,Pingxiang Zhilizhou,凭祥直隶州,憑祥直隸州,今广西凭祥市,新建,撤销,Zhilizhou,直隶州,3,1482,1643,0,93779,0,35529,106.75434,22.11198,0,0,1,0
13200,Baise Zhiliting,百色直隶厅,百色直隸廳,今广西百色市,新建,数据下限,Zhiliting,直隶厅,3,1876,1911,0,93780,0,35530,106.61168,23.90454,0,0,1,0
13201,Siming Fu,思明府,思明府,今广西宁明县东明江镇,更名,辖区缩小,Fu,府,3,1369,1386,0,93781,0,35531,107.13296,22.12029,0,0,1,0
13202,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1387,1387,0,93782,0,35532,107.13296,22.12029,0,0,1,0
13203,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1388,1425,0,93783,0,35533,107.13296,22.12029,0,0,1,0
13204,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1426,1481,0,93784,0,35534,107.13296,22.12029,0,0,1,0
13205,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1482,1503,0,93785,0,35535,107.13296,22.12029,0,0,1,0
13206,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1504,1574,0,93786,0,35536,107.13296,22.12029,0,0,1,0
13207,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1575,1587,0,93787,0,35537,107.13296,22.12029,0,0,1,0
13208,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,辖区缩小,Fu,府,3,1588,1609,0,93788,0,35538,107.13296,22.12029,0,0,1,0
13209,Siming Fu,思明府,思明府,今广西宁明县东明江镇,辖区缩小,撤销,Fu,府,3,1610,1643,0,93789,0,35539,107.13296,22.12029,0,0,1,0
13210,Taiping Fu,太平府,太平府,今广西崇左县,更名,辖区缩小,Fu,府,3,1369,1375,0,93790,0,35540,107.35506,22.4202,0,0,1,0
13211,Taiping Fu,太平府,太平府,今广西崇左县,辖区缩小,辖区扩大,Fu,府,3,1376,1587,0,93791,0,35541,107.35506,22.4202,0,0,1,0
13212,Taiping Fu,太平府,太平府,今广西崇左县,辖区扩大,辖区扩大,Fu,府,3,1588,1609,0,93792,0,35542,107.35506,22.4202,0,0,1,0
13213,Taiping Fu,太平府,太平府,今广西崇左县,辖区扩大,辖区扩大,Fu,府,3,1610,1643,0,93793,0,35543,107.35506,22.4202,0,0,1,0
13214,Taiping Fu,太平府,太平府,今广西崇左县,辖区扩大,辖区扩大,Fu,府,3,1644,1885,0,93794,0,35544,107.35506,22.4202,0,0,1,0
13215,Taiping Fu,太平府,太平府,今广西崇左县,辖区扩大,辖区缩小,Fu,府,3,1886,1891,0,93795,0,35545,107.35506,22.4202,0,0,1,0
13216,Taiping Fu,太平府,太平府,今广西崇左县,辖区缩小,数据下限,Fu,府,3,1892,1911,0,93796,0,35546,107.35506,22.4202,0,0,1,0
13217,Zhen'an Fu,镇安府,鎮安府,今广西德保县,更名且治所迁移,辖区缩小,Fu,府,3,1369,1521,0,93797,0,35547,106.60835,23.33232,0,0,1,0
13218,Zhen'an Fu,镇安府,鎮安府,今广西德保县,辖区缩小,辖区缩小,Fu,府,3,1522,1603,0,93798,0,35548,106.60835,23.33232,0,0,1,0
13219,Zhen'an Fu,镇安府,鎮安府,今广西德保县,辖区缩小,撤销,Fu,府,3,1604,1662,0,93799,0,35549,106.60835,23.33232,0,0,1,0
13220,Zhen'an Fu,镇安府,鎮安府,今广西德保县,新建,辖区扩大,Fu,府,3,1729,1731,0,93800,0,35550,106.60835,23.33232,0,0,1,0
13221,Zhen'an Fu,镇安府,鎮安府,今广西德保县,辖区扩大,辖区缩小,Fu,府,3,1732,1885,0,93801,0,35551,106.60835,23.33232,0,0,1,0
13222,Zhen'an Fu,镇安府,鎮安府,今广西德保县,辖区缩小,数据下限,Fu,府,3,1886,1911,0,93802,0,35552,106.60835,23.33232,0,0,1,0
15085,Shihua Xian,始化县,始化縣,治所无考,,,Xian,县,6,0,0,0,42394,0,42394,0,0,0,0,1,0
15086,Xinjian Xian,新建县,新建縣,治所无考,,,Xian,县,6,0,0,0,42395,0,42395,0,0,0,0,1,0
15302,Lianzhou Lu,连州路,連州路,无考,,,Lu,路,6,0,0,0,42617,0,42617,0,0,0,0,1,0
18588,Dingxi Zhou,定西州,定西州,今甘肃定西县,更名,更名,Zhou,州,3,1216,1352,0,70011,0,70011,104.62031,35.57509,0,0,1,0
18589,Tongyuan Jun,通远军,通遠軍,今甘肃定西县,更名,更名,Jun,军,3,1082,1104,0,70012,0,70012,104.62031,35.57509,0,0,1,0
18602,Yanchuan Zhen,盐川镇,鹽川鎮,今甘肃漳县,新建,更名,Zhen,镇,3,1216,1279,0,70025,0,70025,104.47214,34.85064,0,0,1,0
18641,Minzhou Wei,岷州卫,岷州衛,今甘肃岷县,,,Wei,卫,3,1561,1725,0,70064,0,70064,104.03025,34.43646,0,0,1,0
18643,Minzhou Wei,岷州卫,岷州衛,今甘肃岷县,,,Wei,卫,3,1378,1544,0,70066,0,70066,104.03025,34.43646,0,0,1,0
18645,Min Zhou,岷州,岷州,今甘肃岷县,,,Zhou,州,3,1234,1378,0,70068,0,70068,104.03025,34.43646,0,0,1,0
18646,You Zhou,祐州,祐州,今甘肃岷县,,,Zhou,州,3,1131,1142,0,70069,0,70069,104.03025,34.43646,0,0,1,0
18658,Taozhou Wei,洮州卫,洮州衛,今甘肃临潭县东新城乡,,,Wei,卫,3,1379,1747,0,70081,0,70081,103.5472,34.66898,0,0,1,0
18660,Tao Zhou,洮州,洮州,今甘肃临潭县东新城乡,,,Zhou,州,3,1108,1370,0,70083,0,70083,103.5472,34.66898,0,0,1,0
18664,Taozhou Fang,洮州防,洮州防,今甘肃临潭县东新城乡,,,Zhou,州,3,557,560,0,70087,0,70087,103.5472,34.66898,0,0,1,0
18677,Jin Zhou,金州,金州,今甘肃榆中县,,,Zhou,州,3,1270,1369,0,70100,0,70100,104.10787,35.84682,0,0,1,0
18697,He Zhouzuowei,河州左卫,河州左衛,今甘肃临夏市,,,Wei,卫,3,1377,1379,0,70120,0,70120,103.21117,35.60728,0,0,1,0
18698,Hezhou Wei,河州卫,河州衛,今甘肃临夏市,,,Wei,卫,3,1371,1377,0,70121,0,70121,103.21117,35.60728,0,0,1,0
18699,He Zhouyouwei,河州右卫,河州右衛,今甘肃临夏市,,,Wei,卫,3,1377,1379,0,70122,0,70122,103.21117,35.60728,0,0,1,0
18700,Hezhou Junminzhihuishisi,河州军民指挥使司,河州軍民指揮使司,今甘肃临夏市,,,Junminzhihuishi,军民指挥使,3,1379,1473,0,70123,0,70123,103.21117,35.60728,0,0,1,0
18706,Wu Zhou,乌州,烏州,今甘肃临夏县西南八十里,,,Zhou,州,3,633,637,0,70129,0,70129,102.98101,35.49667,0,0,1,0
18711,Jingyuan Wei,靖远卫,靖遠衛,今甘肃靖远县,,,Wei,卫,3,1645,1724,0,70134,0,70134,104.68429,36.56527,0,0,1,0
18712,Jinglu Wei,靖虏卫,靖虜衛,今甘肃靖远县,,,Wei,卫,3,1437,1645,0,70135,0,70135,104.68429,36.56527,0,0,1,0
18714,Xinhui Zhou,新会州,新會州,今甘肃靖远县西南百里,,,Zhou,州,3,1183,1234,0,70137,0,70137,104.39716,36.27795,0,0,1,0
18717,Hui Zhou,会州,會州,今甘肃靖远县西南百里,,,Zhou,州,3,1099,1183,0,70140,0,70140,104.39716,36.27795,0,0,1,0
18718,Xinhui Zhou,新会州,新會州,今甘肃靖远县西南百里,,,Zhou,州,3,1183,1234,0,70141,0,70141,104.39716,36.27795,0,0,1,0
18719,Hui Zhou,会州,會州,今甘肃靖远县,,,Zhou,州,3,1223,1234,0,70142,0,70142,104.68429,36.56527,0,0,1,0
18720,Hui Zhou,会州,會州,今甘肃会宁县,,,Zhou,州,3,1234,1370,0,70143,0,70143,105.05614,35.6942,0,0,1,0
18721,Hui Zhou,会州,會州,今甘肃靖远县,,,Zhou,州,3,758,762,0,70144,0,70144,104.68429,36.56527,0,0,1,0
18722,Huining  Jun,会宁郡,會寧郡,今甘肃靖远县,,,Jun,郡,3,742,758,0,70145,0,70145,104.68429,36.56527,0,0,1,0
18723,Hui Zhou,会州,會州,今甘肃靖远县,,,Zhou,州,3,634,742,0,70146,0,70146,104.68429,36.56527,0,0,1,0
18724,Su Zhou,粟州,粟州,今甘肃靖远县,,,Zhou,州,3,634,634,0,70147,0,70147,104.68429,36.56527,0,0,1,0
18725,Xihui Zhou,西会州,西會州,今甘肃靖远县,,,Zhou,州,3,619,634,0,70148,0,70148,104.68429,36.56527,0,0,1,0
18730,Huining Zhen,会宁镇,會寧鎮,今甘肃靖远县,,,Zhen,镇,3,581,596,0,70153,0,70153,104.68429,36.56527,0,0,1,0
18731,Huining Fang,会宁防,會寧防,今甘肃靖远县,,,Fang,防,3,562,562,0,70154,0,70154,104.68429,36.56527,0,0,1,0
18735,Lan Zhou,兰州,蘭州,今甘肃兰州市,,,Zhou,州,3,1081,1369,0,70158,0,70158,103.84714,36.04703,0,0,1,0
18738,Wei Zhou,渭州,渭州,今甘肃平凉县西三十五里,,,Zhou,州,3,884,1185,0,70161,0,70161,106.5542,35.54064,0,0,1,0
18743,Yuan Zhou,原州,原州,今宁夏固原县,,,Zhou,州,3,618,741,0,70166,0,70166,106.2781,36.01409,0,0,1,0
18745,Yuan Zhou,原州,原州,今宁夏固原县,,,Zhou,州,3,758,763,0,70168,0,70168,106.2781,36.01409,0,0,1,0
18746,Yuan Zhou,原州,原州,今甘肃灵台县西五十里,,,Zhou,州,3,763,802,0,70169,0,70169,107.34969,35.07043,0,0,1,0
18749,Yuan Zhou,原州,原州,今宁夏固原县,更名,撤销,Zhou,州,3,848,879,0,70172,0,70172,106.2781,36.01409,0,0,1,0
18750,Yuan Zhou,原州,原州,今甘肃镇原县东六十里,新建,更名,Zhou,州,3,880,1264,0,70173,0,70173,107.36797,35.68207,0,0,1,0
18759,Anwu Jun,安武郡,安武郡,今宁夏彭阳县古城镇东南二百里,,撤销,Jun,郡,3,543,583,0,70182,0,70182,106.47067,35.85184,0,0,1,0
18776,Zhenrong Jun,镇戎军,鎮戎軍,今宁夏固原县西南四十里,,,Jun,军,3,1273,1323,0,70199,0,70199,106.17291,35.86822,0,0,1,0
18777,Yuan Zhou,原州,原州,今宁夏固原县西南四十里,,,Zhou,州,3,1264,1272,0,70200,0,70200,106.17291,35.86822,0,0,1,0
18811,Changcheng Xian,长城县,長城縣,治所待考,,,Xian,县,0,350,553,0,70234,0,70234,0,0,0,0,1,0
18821,Huan,涣,渙,治所待考,,,Xian,县,0,14,23,0,70244,0,70244,0,0,0,0,1,0
18822,Zhaidao Xian,翟道县,翟道縣,治所待考,,,Xian,县,0,23,29,0,70245,0,70245,0,0,0,0,1,0
18823,Zhaidao Xian,翟道县,翟道縣,治所待考,,,Xian,县,0,0,0,0,70246,0,70246,0,0,0,0,1,0
18854,Dabin Xian,大斌县,大斌縣,治所待考,,,Xian,县,0,624,627,0,70277,0,70277,0,0,0,0,1,0
18867,Funing Xian,抚宁县,撫寧縣,治所待考,,,Xian,县,0,552,582,0,70290,0,70290,0,0,0,0,1,0
18868,Funing Xian,抚宁县,撫寧縣,治所待考,,,Xian,县,0,583,633,0,70291,0,70291,0,0,0,0,1,0
18869,Funing Xian,抚宁县,撫寧縣,治所待考,,,Xian,县,0,634,713,0,70292,0,70292,0,0,0,0,1,0
18870,Funing Xian,抚宁县,撫寧縣,治所待考,,,Xian,县,0,714,0,0,70293,0,70293,0,0,0,0,1,0
18878,Fengyi Xian,冯翊县,馮翊縣,治所待考,,,Xian,县,0,607,1269,0,70301,0,70301,0,0,0,0,1,0
18897,Zheng Xian,郑县,鄭縣,治所待考,,,Xian,县,0,557,582,0,70320,0,70320,0,0,0,0,1,0
18902,Huayin Xian,华阴县,華陰縣,治所待考,,,Xian,县,0,609,684,0,70325,0,70325,0,0,0,0,1,0
18903,Xianzhang Xian,仙掌县,仙掌縣,治所待考,,,Xian,县,0,685,704,0,70326,0,70326,0,0,0,0,1,0
18924,Tongjin Xian,潼津县,潼津縣,治所待考,,,Xian,县,0,699,702,0,70347,0,70347,0,0,0,0,1,0
18937,Wuquan Xian,五泉县,五泉縣,治所无考,,,Xian,县,0,446,556,0,70360,0,70360,0,0,0,0,1,0
18953,Yanchuan Xian,延川县,延川縣,治所待考,,,Xian,县,0,598,1911,0,70376,0,70376,0,0,0,0,1,0
18958,Yanchang Xian,延长县,延長縣,治所待考,,,Xian,县,0,764,1911,0,70381,0,70381,0,0,0,0,1,0
18970,Yixiang Xian,义乡县,義鄉縣,治所待考,,,Xian,县,0,535,610,0,70393,0,70393,0,0,0,0,1,0
18971,Yixiang Xian,义乡县,義鄉縣,治所待考,,,Xian,县,0,619,628,0,70394,0,70394,0,0,0,0,1,0
18993,Yunyang Xian,云阳县,雲陽縣,治所待考,,,Xian,县,0,-221,219,0,70416,0,70416,0,0,0,0,1,0
18996,Zhaidao Xian,翟道县,翟道縣,治所待考,,,Xian,县,0,-221,13,0,70419,0,70419,0,0,0,0,1,0
19022,Sha Zhou,沙州,沙州,今甘肃敦煌市西党河西岸的汉唐沙州故城遗址,,,Zhou,州,3,851,1227,0,70445,0,70445,94.62009,40.13911,0,0,1,0
19023,Sha Zhou,沙州,沙州,今甘肃敦煌市西党河西岸的汉唐沙州故城遗址,,,Zhou,州,3,1277,1405,0,70446,0,70446,94.62009,40.13911,0,0,1,0
19024,Shazhou Wei,沙州卫,沙州衛,今甘肃敦煌市西,,,Wei,卫,3,1405,1446,0,70447,0,70447,94.62009,40.13911,0,0,1,0
19025,Handongzuo Wei,罕东左卫,罕東左衛,今甘肃敦煌市西,,,Wei,卫,3,1479,1528,0,70448,0,70448,94.62009,40.13911,0,0,1,0
19027,Shazhou Wei,沙州卫,沙州衛,今甘肃敦煌市,,,Wei,卫,3,1725,1760,0,70450,0,70450,94.65088,40.14053,0,0,1,0
19041,Chijinmenggu Wei,赤斤蒙古卫,赤斤蒙古衛,今甘肃玉门市西北赤金峡,,,Wei,卫,3,1410,1513,0,70464,0,70464,97.42629,40.01731,0,0,1,0
19042,Hami Wei,哈密卫,哈密衛,今新疆维吾尔自治区哈密市,,,Wei,卫,3,1406,1477,0,70465,0,70465,93.51872,42.81906,0,0,1,0
19044,Jingni Wei,靖逆卫,靖逆衛,今甘肃玉门市西北玉门镇,,,Wei,卫,3,1718,1759,0,70468,0,70468,97.02384,40.27387,0,0,1,0
19056,Liugou Wei,柳沟卫,柳溝衛,今安西县东布隆吉尔乡,,,Wei,卫,3,1728,1759,0,70480,0,70480,96.54041,40.53252,0,0,1,0
19057,Anxi Wei,安西卫,安西衛,今甘肃酒泉市安西老城,,,Wei,卫,3,1728,1759,0,70481,0,70481,95.78867,40.54393,0,0,1,0
19065,Ganzhouzuo Wei,甘州左卫,甘州左衛,今张掖市西北,,,Wei,卫,3,1390,1794,0,70493,0,70493,100.40263,38.96341,0,0,1,0
19066,Ganzhouzuo Wei,甘州左卫,甘州左衛,今张掖市西北,,,Wei,卫,3,1395,1724,0,70494,0,70494,100.40263,38.96341,0,0,1,0
19069,Linsong  Jun,临松郡,臨松郡,今甘肃肃南裕固自治县马蹄山附近,,,Jun,郡,3,363,460,0,70497,0,70497,100.41383,38.48286,0,0,1,0
19078,Shandan Zhou,山丹州,山丹州,今甘肃山丹县,,,Zhou,州,3,1285,1368,0,70506,0,70506,101.08796,38.7811,0,0,1,0
19079,Shandanwei,山丹卫,山丹衛,今甘肃山丹县,,,Wei,卫,3,1390,1724,0,70507,0,70507,101.08796,38.7811,0,0,1,0
19085,Fanhe Jun,番禾郡,番禾郡,今甘肃永昌县焦家庄乡水磨关南1公里处,,,Jun,郡,3,418,439,0,70513,0,70513,101.84153,38.2479,0,0,1,0
19086,Fanhe Jun,番禾军,番禾軍,今甘肃永昌县焦家庄乡水磨关南1公里处,,,Jun,军,3,439,583,0,70514,0,70514,101.84153,38.2479,0,0,1,0
19090,Yongchangwei,永昌卫,永昌衛,今甘肃永昌县焦家庄乡水磨关南1公里处,,,Wei,卫,3,1382,1724,0,70518,0,70518,101.84153,38.2479,0,0,1,0
19117,Ling Zhou,灵州,靈州,今宁夏中卫县、中宁县以北地区,,,Zhou,州,3,1288,1372,0,70545,0,70545,105.47119,37.58757,0,0,1,0
19118,Mingsha Zhou,鸣沙州,鳴沙州,今宁夏中宁县东鸣沙州,,,Zhou,州,3,1288,1372,0,70546,0,70546,105.86738,37.54892,0,0,1,0
19119,Yingli Zhou,应理州,應理州,今宁夏中卫县,,,Zhou,州,3,1288,1370,0,70547,0,70547,105.18661,37.51325,0,0,1,0
19120,Ningxiazhongwei,宁夏中卫,寧夏中衛,今宁夏中卫县,,,Wei,卫,3,1403,1724,0,70548,0,70548,105.18661,37.51325,0,0,1,0
19121,Zhongwei Xian,中卫县,中衛縣,今宁夏中卫县驻地城关镇,,,Wei,卫,3,1724,1911,0,70549,0,70549,105.18661,37.51325,0,0,1,0
19122,Ningxiazuotunwei,宁夏左屯卫,寧夏左屯衛,今宁夏贺兰县,,,Wei,卫,3,1392,1395,0,70550,0,70550,106.34757,38.55271,0,0,1,0
19123,Ningxiazuotunwei,宁夏左屯卫,寧夏左屯衛,今宁夏贺兰县,,,Wei,卫,3,1402,1724,0,70551,0,70551,106.34757,38.55271,0,0,1,0
19125,Ningxiayoutunwei,宁夏右屯卫,寧夏右屯衛,今宁夏贺兰县,,,Wei,卫,3,1392,1395,0,70553,0,70553,106.34757,38.55271,0,0,1,0
19126,Ningxiayoutunwei,宁夏右屯卫,寧夏右屯衛,今宁夏贺兰县,,,Wei,卫,3,1402,1724,0,70554,0,70554,106.34757,38.55271,0,0,1,0
19134,Ningxiahouwei,宁夏后卫,寧夏後衛,今宁夏盐池县,,,Wei,卫,3,1506,1667,0,70562,0,70562,107.40371,37.7813,0,0,1,0
